submission_id,RT,age,comments,condition,correctness,education,endTime,expected,experiment_id,gender,item,key_pressed,languages,number_of_items,picture,startDate,startTime,timeSpent,trial_number,trial_type
2686,1180,25,,shape,correct,right,1629383070313,no target,256,female,40,s,"Low German, German",1,images/main/feature/1/no_target/F_C_1_NT_8.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,50,main
2686,1159,25,,shape,correct,right,1629383070313,target,256,female,75,l,"Low German, German",30,images/main/feature/30/target/F_C_30_T_3_Sbrown.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,51,main
2686,1808,25,,shape,correct,right,1629383070313,target,256,female,64,l,"Low German, German",15,images/main/feature/15/target/F_C_15_T_8_Sgreen.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,52,main
2686,1504,25,,color,correct,right,1629383070313,no target,256,female,51,s,"Low German, German",5,images/main/feature/5/no_target/F_C_5_NT_3.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,53,main
2686,1031,25,,color,correct,right,1629383070313,target,256,female,74,l,"Low German, German",30,images/main/feature/30/target/F_C_30_T_2_Tblue.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,54,main
2686,1292,25,,shape,correct,right,1629383070313,target,256,female,32,l,"Low German, German",1,images/main/feature/1/target/F_C_1_T_8_Sgreen.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,55,main
2686,1103,25,,shape,correct,right,1629383070313,target,256,female,44,l,"Low German, German",5,images/main/feature/5/target/F_C_5_T_4_Sbrown.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,56,main
2686,2377,25,,color,correct,right,1629383070313,no target,256,female,83,s,"Low German, German",30,images/main/feature/30/no_target/F_C_30_NT_3.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,57,main
2686,1108,25,,shape,correct,right,1629383070313,target,256,female,43,l,"Low German, German",5,images/main/feature/5/target/F_C_5_T_3_Sbrown.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,58,main
2686,986,25,,shape,correct,right,1629383070313,target,256,female,47,l,"Low German, German",5,images/main/feature/5/target/F_C_5_T_7_Sgreen.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,59,main
2686,1017,25,,shape,correct,right,1629383070313,no target,256,female,37,s,"Low German, German",1,images/main/feature/1/no_target/F_C_1_NT_5.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,60,main
2686,1509,25,,shape,correct,right,1629383070313,no target,256,female,69,s,"Low German, German",15,images/main/feature/15/no_target/F_C_15_NT_5.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,61,main
2686,1201,25,,color,correct,right,1629383070313,no target,256,female,52,s,"Low German, German",5,images/main/feature/5/no_target/F_C_5_NT_4.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,62,main
2686,1348,25,,shape,correct,right,1629383070313,no target,256,female,54,s,"Low German, German",5,images/main/feature/5/no_target/F_C_5_NT_6.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,63,main
2686,1663,25,,shape,correct,right,1629383070313,no target,256,female,71,s,"Low German, German",15,images/main/feature/15/no_target/F_C_15_NT_7.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,64,main
2686,915,25,,color,correct,right,1629383070313,no target,256,female,82,s,"Low German, German",30,images/main/feature/30/no_target/F_C_30_NT_2.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,1,main
2686,1004,25,,color,correct,right,1629383070313,no target,256,female,81,s,"Low German, German",30,images/main/feature/30/no_target/F_C_30_NT_1.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,2,main
2686,614,25,,color,correct,right,1629383070313,target,256,female,46,l,"Low German, German",5,images/main/feature/5/target/F_C_5_T_6_Xblue.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,3,main
2686,733,25,,color,correct,right,1629383070313,no target,256,female,33,s,"Low German, German",1,images/main/feature/1/no_target/F_C_1_NT_1.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,4,main
2686,1581,25,,shape,correct,right,1629383070313,target,256,female,48,l,"Low German, German",5,images/main/feature/5/target/F_C_5_T_8_Sgreen.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,5,main
2686,763,25,,shape,correct,right,1629383070313,target,256,female,43,l,"Low German, German",5,images/main/feature/5/target/F_C_5_T_3_Sbrown.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,6,main
2686,963,25,,shape,correct,right,1629383070313,no target,256,female,53,s,"Low German, German",5,images/main/feature/5/no_target/F_C_5_NT_5.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,7,main
2686,1154,25,,color,correct,right,1629383070313,no target,256,female,49,s,"Low German, German",5,images/main/feature/5/no_target/F_C_5_NT_1.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,8,main
2686,755,25,,color,correct,right,1629383070313,no target,256,female,50,s,"Low German, German",5,images/main/feature/5/no_target/F_C_5_NT_2.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,9,main
2686,739,25,,color,correct,right,1629383070313,target,256,female,41,l,"Low German, German",5,images/main/feature/5/target/F_C_5_T_1_Tblue.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,10,main
2686,783,25,,color,correct,right,1629383070313,target,256,female,61,l,"Low German, German",15,images/main/feature/15/target/F_C_15_T_5_Xblue.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,11,main
2686,775,25,,shape,correct,right,1629383070313,target,256,female,27,l,"Low German, German",1,images/main/feature/1/target/F_C_1_T_3_Sbrown.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,12,main
2686,1230,25,,shape,correct,right,1629383070313,no target,256,female,70,s,"Low German, German",15,images/main/feature/15/no_target/F_C_15_NT_6.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,13,main
2686,1090,25,,shape,correct,right,1629383070313,target,256,female,63,l,"Low German, German",15,images/main/feature/15/target/F_C_15_T_7_Sgreen.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,14,main
2686,604,25,,color,correct,right,1629383070313,target,256,female,62,l,"Low German, German",15,images/main/feature/15/target/F_C_15_T_6_Xblue.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,15,main
2686,888,25,,shape,correct,right,1629383070313,target,256,female,47,l,"Low German, German",5,images/main/feature/5/target/F_C_5_T_7_Sgreen.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,16,main
2686,965,25,,shape,correct,right,1629383070313,no target,256,female,37,s,"Low German, German",1,images/main/feature/1/no_target/F_C_1_NT_5.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,17,main
2686,900,25,,color,correct,right,1629383070313,target,256,female,57,l,"Low German, German",15,images/main/feature/15/target/F_C_15_T_1_Tblue.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,18,main
2686,1038,25,,color,correct,right,1629383070313,no target,256,female,68,s,"Low German, German",15,images/main/feature/15/no_target/F_C_15_NT_4.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,19,main
2686,1041,25,,shape,correct,right,1629383070313,target,256,female,60,l,"Low German, German",15,images/main/feature/15/target/F_C_15_T_4_Sbrown.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,20,main
2686,1451,25,,color,correct,right,1629383070313,no target,256,female,66,s,"Low German, German",15,images/main/feature/15/no_target/F_C_15_NT_2.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,21,main
2686,970,25,,shape,correct,right,1629383070313,target,256,female,59,l,"Low German, German",15,images/main/feature/15/target/F_C_15_T_3_Sbrown.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,22,main
2686,901,25,,shape,correct,right,1629383070313,target,256,female,80,l,"Low German, German",30,images/main/feature/30/target/F_C_30_T_8_Sgreen.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,23,main
